experimentId;device_id;motion_tag;userPhoneLocation;timestamp;x;y;z;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370232;1.30487980;10.07271400;-0.32801566;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370743;1.20671450;10.75508200;-0.44294083;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370992;-0.85475610;9.27542000;1.48445030;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370482;0.89067024;9.34964300;-0.65124273;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370733;1.77894620;10.74071700;-0.60575150;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370222;1.17080030;10.05356000;-0.16759923;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370473;0.85475610;9.42865500;-0.04070267;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370212;1.13967480;9.99609800;0.19154198;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370983;-0.62490570;9.42147200;0.20351335;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370723;1.97288240;10.73592900;-0.78053360;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370462;1.10376070;9.40950000;0.76377370;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370974;-0.59378016;9.73751500;-0.68236834;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370713;2.02316210;10.70001400;-0.70870537;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370202;1.20671450;9.93624000;0.37111259;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370193;1.34558250;9.90990400;0.40702670;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370704;1.92739120;10.68086000;-0.20590763;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370451;1.24502290;9.48851100;1.07263520;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370963;-0.09816527;9.84286400;-1.57782710;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370952;0.24421602;10.08708000;-2.44216040;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370442;1.25460000;9.56033900;0.90503585;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370692;1.71430080;10.62339700;0.38068968;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370182;1.47487330;9.90032700;0.45730647;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370432;1.03911530;9.67287100;0.28491870;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370812;1.52036450;10.54678100;-1.93936260;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370302;1.67359800;10.19482200;-0.00239427;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370553;0.68715686;9.33767100;1.98245950;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370042;1.62331830;10.03919400;0.86193895;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370805;1.27135990;10.45819300;-1.30727410;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370292;1.57064430;10.19721600;-0.07182825;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370032;1.62571260;10.03680000;0.67279124;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370542;0.69912827;9.36400900;1.69035800;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370793;0.62251145;10.36721000;-0.23703320;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370282;1.52036450;10.19242800;-0.09337672;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370022;1.52275870;10.07750200;0.46448930;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370272;1.53473020;10.21158200;-0.08619389;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370531;0.79729350;9.45020300;0.69194543;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370012;1.45093050;10.05356000;0.49082634;
